date,code,side,price,shares,amount,fee,reason
2025-08-27,000510,SELL,5.367494632499999,17600,94467.90553199998,122.80827719159996,stop_loss
2025-08-27,000572,BUY,4.774769999999999,20900,99792.69299999998,29.937807899999992,signal
2025-08-27,000632,BUY,4.21421,23700,99876.77699999999,29.963033099999993,signal
2025-08-27,000407,BUY,3.7337299999999995,26700,99690.59099999999,29.907177299999994,signal
2025-08-28,000036,SELL,4.170495829499999,22700,94670.25532964998,123.07133192854498,stop_loss
2025-08-28,000534,SELL,16.2354837645,5800,94165.8058341,122.41554758433,stop_loss
2025-08-28,000551,SELL,11.646988352999998,8100,94340.60565929998,122.64278735708997,stop_loss
2025-08-28,000593,SELL,6.459993539999998,14600,94315.90568399998,122.61067738919998,stop_loss
2025-08-28,000533,SELL,7.3909926089999995,12800,94604.7053952,122.98611701376,stop_loss
2025-08-28,000572,SELL,4.531495468499999,20900,94708.25529164998,123.12073187914497,stop_loss
2025-08-28,000632,SELL,3.9994960004999993,23700,94788.05521184999,123.22447177540498,stop_loss
2025-08-28,000407,SELL,3.5434964565,26700,94611.35538855,122.99476200511499,stop_loss
2025-08-28,000592,BUY,3.8838799999999996,25700,99815.71599999999,29.944714799999993,signal
2025-08-28,000533,BUY,7.417409999999999,13400,99393.294,29.817988199999995,signal
2025-08-28,000633,BUY,6.65665,15000,99849.75,29.954924999999996,signal
2025-08-28,000036,BUY,4.28428,23300,99823.724,29.947117199999997,signal
2025-08-28,000417,BUY,6.066059999999999,16400,99483.38399999999,29.845015199999995,signal
2025-08-29,000426,SELL,20.56941,5000,102847.05,133.701165,hold_days
2025-08-29,000592,SELL,3.6859963139999996,25700,94730.10526979998,123.14913685073998,stop_loss
2025-08-29,000426,BUY,20.61059,4800,98930.832,29.679249599999995,signal
2025-08-29,000510,BUY,5.345339999999999,18700,99957.858,29.987357399999997,signal
2025-08-29,000048,BUY,16.07606,6200,99671.57199999999,29.901471599999994,signal
2025-08-29,000547,BUY,8.768759999999999,11400,99963.86399999999,29.989159199999992,signal
2025-08-29,000571,BUY,4.644639999999999,21500,99859.75999999998,29.957927999999992,signal
2025-09-01,000603,SELL,18.204981795,6000,109229.89076999998,141.99885800099997,take_profit
2025-09-01,000426,SELL,22.648977351,4800,108715.0912848,141.32961867024,take_profit
2025-09-01,000592,BUY,3.4634599999999995,28800,99747.64799999999,29.924294399999994,signal
2025-09-01,000426,BUY,22.422399999999996,4400,98658.55999999998,29.597567999999992,signal
2025-09-02,000533,SELL,7.039492960499999,13400,94329.20567069999,122.62796737190997,stop_loss
2025-09-02,000547,SELL,8.321991677999998,11400,94870.70512919998,123.33191666795997,stop_loss
2025-09-02,000603,BUY,19.899879999999996,5000,99499.39999999998,29.84981999999999,signal
2025-09-02,000536,BUY,5.845839999999999,17100,99963.86399999999,29.989159199999992,signal
2025-09-03,000603,SELL,18.885981113999993,5000,94429.90556999996,122.75887724099994,stop_loss
2025-09-03,000536,SELL,5.547994451999999,17100,94870.70512919998,123.33191666795997,stop_loss
2025-09-03,000534,BUY,17.06705,5800,98988.88999999998,29.696666999999994,signal
2025-09-03,000536,BUY,5.845839999999999,17100,99963.86399999999,29.989159199999992,signal
2025-09-04,000633,SELL,6.317493682499999,15000,94762.40523749999,123.19112680874998,stop_loss
2025-09-04,000036,SELL,4.065995934,23300,94737.7052622,123.15901684086,stop_loss
2025-09-04,000417,SELL,6.04395,16400,99120.78,128.857014,hold_days
2025-09-04,000592,SELL,3.2869967129999993,28800,94665.50533439998,123.06515693471997,stop_loss
2025-09-04,000534,SELL,16.1974838025,5800,93945.4060545,122.12902787085,stop_loss
2025-09-04,000536,SELL,5.547994451999999,17100,94870.70512919998,123.33191666795997,stop_loss
2025-09-04,000547,BUY,7.927919999999999,12600,99891.79199999999,29.967537599999993,signal
2025-09-04,000603,BUY,19.599579999999996,5100,99957.85799999998,29.98735739999999,signal
2025-09-04,000633,BUY,6.46646,15400,99583.484,29.875045199999995,signal
2025-09-04,000036,BUY,4.23423,23600,99927.82800000001,29.9783484,signal
2025-09-04,000592,BUY,3.35335,29800,99929.83,29.978948999999997,signal
2025-09-05,000510,SELL,5.1948,18700,97142.76,126.28558799999999,hold_days
2025-09-05,000048,SELL,15.864120000000002,6200,98357.54400000001,127.8648072,hold_days
2025-09-05,000571,SELL,4.55544,21500,97941.95999999999,127.32454799999998,hold_days
2025-09-05,000603,SELL,18.600981398999995,5100,94865.00513489997,123.32450667536996,stop_loss
2025-09-05,000609,BUY,4.264259999999999,23400,99783.68399999998,29.93510519999999,signal
2025-09-05,000572,BUY,4.82482,20700,99873.774,29.9621322,signal
2025-09-05,000407,BUY,3.7537499999999997,26600,99849.74999999999,29.954924999999992,signal
2025-09-05,000510,BUY,5.2052,19200,99939.84,29.981951999999996,signal
2025-09-05,000603,BUY,18.54853,5300,98307.209,29.492162699999998,signal
2025-09-08,000426,SELL,23.4765,4400,103296.6,134.28558,hold_days
2025-09-08,000639,BUY,3.3333299999999997,30000,99999.9,29.999969999999994,signal
2025-09-10,000609,SELL,4.6859953139999995,23400,109652.29034759999,142.54797745187997,take_profit
2025-09-10,000571,BUY,5.004999999999999,19900,99599.49999999999,29.879849999999994,signal
2025-09-11,000547,SELL,7.85214,12600,98936.964,128.6180532,hold_days
2025-09-11,000633,SELL,6.74325,15400,103846.05,134.999865,hold_days
2025-09-11,000036,SELL,4.23576,23600,99963.936,129.9531168,hold_days
2025-09-11,000592,SELL,3.2967,29800,98241.66,127.714158,hold_days
2025-09-11,000506,BUY,10.520509999999998,9500,99944.84499999999,29.983453499999992,signal
2025-09-11,000592,BUY,3.3032999999999992,30200,99759.65999999997,29.92789799999999,signal
2025-09-11,000620,BUY,1.7117099999999998,58400,99963.86399999999,29.989159199999992,signal
2025-09-11,000070,BUY,10.17016,9800,99667.568,29.900270399999997,signal
2025-09-12,000572,SELL,4.8551400000000005,20700,100501.39800000002,130.65181740000003,hold_days
2025-09-12,000407,SELL,3.67632,26600,97790.112,127.12714559999999,hold_days
2025-09-12,000510,SELL,5.41458,19200,103959.936,135.1479168,hold_days
2025-09-12,000603,SELL,20.382979617,5300,108029.7919701,140.43872956113,take_profit
2025-09-12,000070,SELL,11.175988824000001,9800,109524.69047520001,142.38209761776,take_profit
2025-09-12,000536,BUY,5.095089999999999,19600,99863.76399999998,29.959129199999992,signal
2025-09-12,000632,BUY,4.054049999999999,24600,99729.62999999998,29.91888899999999,signal
2025-09-12,000633,BUY,6.82682,14600,99671.572,29.901471599999997,signal
2025-09-12,000609,BUY,4.73473,21100,99902.803,29.9708409,signal
2025-09-12,000572,BUY,4.86486,20500,99729.63,29.918889,signal
2025-09-15,000639,SELL,3.3966,30000,101898.0,132.4674,hold_days
2025-09-15,000506,SELL,9.984490015499997,9500,94852.65514724997,123.30845169142495,stop_loss
2025-09-15,000620,SELL,1.880998119,58400,109850.2901496,142.80537719448,take_profit
2025-09-15,000572,SELL,5.345994654,20500,109592.890407,142.47075752909998,take_profit
2025-09-15,000572,BUY,4.94494,20200,99887.788,29.966336399999996,signal
2025-09-15,000036,BUY,4.384379999999999,22800,99963.86399999999,29.989159199999992,signal
2025-09-15,000620,BUY,1.8017999999999998,55500,99999.9,29.999969999999994,signal
2025-09-15,000506,BUY,10.120109999999999,9800,99177.07799999998,29.753123399999993,signal
2025-09-17,000571,SELL,4.95504,19900,98605.296,128.1868848,hold_days
2025-09-17,000609,SELL,4.4934955064999995,21100,94812.75518714999,123.25658174329499,stop_loss
2025-09-17,000572,SELL,5.433994566,20200,109766.6902332,142.69669730316,take_profit
2025-09-17,000609,BUY,4.58458,21800,99943.844,29.983153199999997,signal
2025-09-17,000078,BUY,2.72272,36700,99923.824,29.977147199999994,signal
2025-09-17,000070,BUY,11.261249999999999,8800,99098.99999999999,29.729699999999994,signal
2025-09-18,000592,SELL,3.51648,30200,106197.696,138.0570048,hold_days
2025-09-18,000633,SELL,6.478993521,14600,94593.30540659999,122.97129702857998,stop_loss
2025-09-18,000506,SELL,9.604490395499997,9800,94124.00587589998,122.36120763866997,stop_loss
2025-09-18,000559,BUY,10.900889999999999,9100,99198.09899999999,29.759429699999995,signal
2025-09-18,000592,BUY,3.5235199999999995,28300,99715.61599999998,29.914684799999993,signal
2025-09-18,000659,BUY,3.0630599999999997,32600,99855.756,29.956726799999995,signal
2025-09-19,000536,SELL,5.0149799999999995,19600,98293.608,127.78169039999999,hold_days
2025-09-19,000632,SELL,3.8474961524999993,24600,94648.40535149998,123.04292695694997,stop_loss
2025-09-19,000609,SELL,4.350995649,21800,94851.7051482,123.30721669265999,stop_loss
2025-09-19,000559,SELL,10.345489654499998,9100,94143.95585594999,122.38714261273498,stop_loss
2025-09-19,000659,SELL,2.9069970929999998,32600,94768.10523179999,123.19853680133997,stop_loss
2025-09-19,000657,BUY,18.108089999999997,5500,99594.49499999998,29.87834849999999,signal
2025-09-19,000609,BUY,4.32432,23100,99891.792,29.967537599999996,signal
2025-09-19,000536,BUY,5.025019999999999,19900,99997.89799999997,29.99936939999999,signal
2025-09-19,000571,BUY,4.894889999999999,20400,99855.75599999998,29.95672679999999,signal
2025-09-19,000572,BUY,5.185179999999999,19200,99555.45599999998,29.86663679999999,signal
2025-09-22,000036,SELL,4.817995182,22800,109850.2901496,142.80537719448,take_profit
2025-09-22,000620,SELL,1.70999829,55500,94904.905095,123.3763766235,stop_loss
2025-09-22,000078,SELL,2.583997416,36700,94832.7051672,123.28251671735998,stop_loss
2025-09-22,000592,SELL,3.3439966559999994,28300,94635.10536479998,123.02563697423997,stop_loss
2025-09-22,000572,SELL,5.697994302,19200,109401.49059839999,142.22193777791998,take_profit
2025-09-22,000620,BUY,1.7717699999999998,56400,99927.828,29.978348399999994,signal
2025-09-22,000592,BUY,3.41341,29200,99671.572,29.901471599999997,signal
2025-09-22,000659,BUY,2.9129099999999997,34300,99912.813,29.973843899999995,signal
2025-09-22,000407,BUY,3.5735699999999992,27900,99702.60299999997,29.91078089999999,signal
2025-09-22,000632,BUY,3.9038999999999993,25600,99939.83999999998,29.981951999999993,signal
2025-09-23,000070,SELL,10.687489312499999,8800,94049.90594999999,122.26487773499997,stop_loss
2025-09-23,000657,SELL,17.1854828145,5500,94520.15547974998,122.87620212367497,stop_loss
2025-09-23,000536,SELL,4.768995230999999,19900,94903.00509689999,123.37390662596998,stop_loss
2025-09-23,000620,SELL,1.6814983184999996,56400,94836.50516339998,123.28745671241997,stop_loss
