top_n,hold_days,min_score,take_profit,stop_loss,total_return,annual_return,max_drawdown,sharpe,trade_count,final_equity
10,5,0.35,,0.03,0.057474103392447295,0.12790698872865747,-0.01390335760738104,2.7645723889528155,29.0,1057474.1033924473
3,5,0.35,0.05,0.02,0.0821438664401215,0.18534458528881137,-0.015639404599111728,2.7587668975260575,41.0,1082143.8664401216
5,5,0.35,0.05,0.02,0.0821438664401215,0.18534458528881137,-0.015639404599111728,2.7587668975260575,41.0,1082143.8664401216
10,5,0.35,0.05,0.02,0.0821438664401215,0.18534458528881137,-0.015639404599111728,2.7587668975260575,41.0,1082143.8664401216
3,5,0.35,0.05,0.03,0.0824382724100956,0.18603927212654203,-0.015371541336190009,2.7568103071450287,41.0,1082438.2724100957
5,5,0.35,0.05,0.03,0.0824382724100956,0.18603927212654203,-0.015371541336190009,2.7568103071450287,41.0,1082438.2724100957
10,5,0.35,0.05,0.03,0.0824382724100956,0.18603927212654203,-0.015371541336190009,2.7568103071450287,41.0,1082438.2724100957
3,5,0.55,0.03,0.02,0.0720669868042505,0.16169834778206327,-0.017035723030822347,2.7422414626088463,40.0,1072066.9868042504
5,5,0.55,0.03,0.02,0.0720669868042505,0.16169834778206327,-0.017035723030822347,2.7422414626088463,40.0,1072066.9868042504
10,5,0.55,0.03,0.02,0.0720669868042505,0.16169834778206327,-0.017035723030822347,2.7422414626088463,40.0,1072066.9868042504
3,5,0.45,0.03,,0.07380131063388107,0.16574990051353167,-0.015620516712686605,2.740840030669715,47.0,1073801.310633881
3,5,0.45,0.03,0.03,0.07380131063388107,0.16574990051353167,-0.015620516712686605,2.740840030669715,47.0,1073801.310633881
