date,code,shares,cost_price,market_price,market_value
2023-12-28,000636,7300,12.882869999999997,13.23,96579.0
2023-12-28,000100,25500,3.9139099999999996,3.94,100470.0
2023-12-28,000049,4100,24.314289999999996,25.47,104427.0
2023-12-28,000070,12900,7.707699999999999,7.86,101394.0
2023-12-28,000603,8600,10.540529999999999,10.56,90816.0
2023-12-28,000665,17500,4.684679999999999,4.7,82250.0
2023-12-29,000657,12500,7.9579499999999985,7.9579499999999985,99474.37499999999
2023-12-29,000555,9100,10.930919999999999,11.25,102375.0
2023-12-29,000663,12800,7.7777699999999985,8.08,103424.0
2023-12-29,000100,25500,3.9139099999999996,4.08,104040.0
2023-12-29,000070,12900,7.707699999999999,7.94,102426.0
2023-12-29,000603,8600,10.540529999999999,10.76,92536.0
2023-12-29,000665,17500,4.684679999999999,4.8,84000.0
2023-12-29,000630,34000,2.93293,3.0,102000.0
2023-12-29,000400,4500,20.87085,21.01,94545.0
2023-12-29,000425,16900,5.03503,5.11,86359.0
2024-01-02,000657,12500,7.9579499999999985,7.9579499999999985,99474.37499999999
2024-01-02,000100,25500,3.9139099999999996,4.05,103275.0
2024-01-02,000070,12900,7.707699999999999,7.89,101781.0
2024-01-02,000603,8600,10.540529999999999,10.69,91934.0
2024-01-02,000665,17500,4.684679999999999,4.77,83474.99999999999
2024-01-02,000630,34000,2.93293,3.03,103020.0
